model,sample,dependent,variable,coef,std_err,p_value,nobs,firms,years,r2_within,engine,raw_p_value,adjusted_p_value_BH,significance_raw,significance_adjusted,theory_score,robustness_score,recommendation
D1_patent_apply_total,,ln_patent_apply_total,manufacturing_post2021,-0.0004822361781204675,0.03486780009302409,0.9889654106425554,25831.0,5262.0,6.0,-0.01562004059561084,PanelOLS,0.9889654106425554,0.9936552745056586,0,0,3,1,not_recommended
D1_patent_apply_total,,ln_patent_apply_total,ln_assets,0.06650516946182043,0.029643587607838636,0.024875669304402548,25831.0,5262.0,6.0,-0.01562004059561084,PanelOLS,0.024875669304402548,,1,0,1,1,control_variable
D1_patent_apply_total,,ln_patent_apply_total,roa,0.009948536957079292,0.1026114808313854,0.922764307723352,25831.0,5262.0,6.0,-0.01562004059561084,PanelOLS,0.922764307723352,,0,0,1,1,control_variable
D1_patent_apply_total,,ln_patent_apply_total,cashflow_ratio,-0.0012297206896331081,0.13017336293023726,0.9924627542444691,25831.0,5262.0,6.0,-0.01562004059561084,PanelOLS,0.9924627542444691,,0,0,1,1,control_variable
D1_patent_apply_total,,ln_patent_apply_total,firm_age,-0.06439648848467144,0.09974148033844148,0.5185236341098327,25831.0,5262.0,6.0,-0.01562004059561084,PanelOLS,0.5185236341098327,,0,0,1,1,control_variable
D1_patent_grant_total,,ln_patent_grant_total,manufacturing_post2021,0.030203837796675133,0.03661587617112987,0.4094472167840668,25831.0,5262.0,6.0,-0.05736018758817685,PanelOLS,0.4094472167840668,0.821213405230762,0,0,3,1,not_recommended
D1_patent_grant_total,,ln_patent_grant_total,ln_assets,0.10365234265913208,0.028552859264936108,0.00028389849158694247,25831.0,5262.0,6.0,-0.05736018758817685,PanelOLS,0.00028389849158694247,,1,0,1,2,control_variable
D1_patent_grant_total,,ln_patent_grant_total,roa,0.1088254630508702,0.10571078793493441,0.3032737437232895,25831.0,5262.0,6.0,-0.05736018758817685,PanelOLS,0.3032737437232895,,0,0,1,1,control_variable
D1_patent_grant_total,,ln_patent_grant_total,cashflow_ratio,0.007038293374644247,0.12409053782009571,0.9547695758903618,25831.0,5262.0,6.0,-0.05736018758817685,PanelOLS,0.9547695758903618,,0,0,1,1,control_variable
D1_patent_grant_total,,ln_patent_grant_total,firm_age,0.1681928051629679,0.10114540247222051,0.0963514279147879,25831.0,5262.0,6.0,-0.05736018758817685,PanelOLS,0.0963514279147879,,0,0,1,1,control_variable
D1_invention_apply,,ln_invention_apply,manufacturing_post2021,-0.043845473454749456,0.024171955265992497,0.06970302843717091,36605.0,5629.0,8.0,-0.07003027760006475,PanelOLS,0.06970302843717091,0.39481506659857674,0,0,3,3,not_recommended
D1_invention_apply,,ln_invention_apply,ln_assets,0.05743349800599014,0.018092486872401913,0.0015027328585610622,36605.0,5629.0,8.0,-0.07003027760006475,PanelOLS,0.0015027328585610622,,1,0,1,2,control_variable
D1_invention_apply,,ln_invention_apply,roa,-0.0032692919888068577,0.07281349898148513,0.9641876798382323,36605.0,5629.0,8.0,-0.07003027760006475,PanelOLS,0.9641876798382323,,0,0,1,1,control_variable
D1_invention_apply,,ln_invention_apply,cashflow_ratio,-0.05929076631829122,0.07896950133069061,0.45277519283227896,36605.0,5629.0,8.0,-0.07003027760006475,PanelOLS,0.45277519283227896,,0,0,1,1,control_variable
D1_invention_apply,,ln_invention_apply,firm_age,-0.07759597269361442,0.07609356205326677,0.30785773476307443,36605.0,5629.0,8.0,-0.07003027760006475,PanelOLS,0.30785773476307443,,0,0,1,1,control_variable
D1_invention_grant,,ln_invention_grant,manufacturing_post2021,0.00018601433810033083,0.023391903407777918,0.9936552745056586,36605.0,5629.0,8.0,-0.0569768457146953,PanelOLS,0.9936552745056586,0.9936552745056586,0,0,3,1,not_recommended
D1_invention_grant,,ln_invention_grant,ln_assets,0.07867432747724913,0.017151525941946105,4.513857414956135e-06,36605.0,5629.0,8.0,-0.0569768457146953,PanelOLS,4.513857414956135e-06,,1,0,1,2,control_variable
D1_invention_grant,,ln_invention_grant,roa,-0.07711494931138048,0.0605638800126721,0.20292725152801983,36605.0,5629.0,8.0,-0.0569768457146953,PanelOLS,0.20292725152801983,,0,0,1,1,control_variable
D1_invention_grant,,ln_invention_grant,cashflow_ratio,0.04700021976746708,0.07195418686280697,0.5136344854260502,36605.0,5629.0,8.0,-0.0569768457146953,PanelOLS,0.5136344854260502,,0,0,1,1,control_variable
D1_invention_grant,,ln_invention_grant,firm_age,-0.055924126702388076,0.07240581576443175,0.439900829383876,36605.0,5629.0,8.0,-0.0569768457146953,PanelOLS,0.439900829383876,,0,0,1,1,control_variable
D1_patent_apply_total,,ln_patent_apply_total,manufacturing_post2021,-0.03487406313998725,0.03157605033958536,0.2694080146309703,36605.0,5629.0,8.0,-0.05434181157963924,PanelOLS,0.2694080146309703,0.7741835873750684,0,0,3,1,not_recommended
D1_patent_apply_total,,ln_patent_apply_total,ln_assets,0.10138436611141394,0.024529401433831192,3.587231188628692e-05,36605.0,5629.0,8.0,-0.05434181157963924,PanelOLS,3.587231188628692e-05,,1,0,1,2,control_variable
D1_patent_apply_total,,ln_patent_apply_total,roa,0.011744085786895671,0.0900672499891387,0.8962568183177797,36605.0,5629.0,8.0,-0.05434181157963924,PanelOLS,0.8962568183177797,,0,0,1,1,control_variable
D1_patent_apply_total,,ln_patent_apply_total,cashflow_ratio,-0.09278587711909678,0.10745883464235863,0.3878939925737124,36605.0,5629.0,8.0,-0.05434181157963924,PanelOLS,0.3878939925737124,,0,0,1,1,control_variable
D1_patent_apply_total,,ln_patent_apply_total,firm_age,-0.09666516227428419,0.09221532821961949,0.29452940134508787,36605.0,5629.0,8.0,-0.05434181157963924,PanelOLS,0.29452940134508787,,0,0,1,1,control_variable
D1_patent_grant_total,,ln_patent_grant_total,manufacturing_post2021,-0.01919637350554165,0.03429902608988018,0.5757038717053629,36605.0,5629.0,8.0,-0.009378256556255016,PanelOLS,0.5757038717053629,0.9004599018981316,0,0,3,1,not_recommended
D1_patent_grant_total,,ln_patent_grant_total,ln_assets,0.12264729265244224,0.025365212005843508,1.3361188342386754e-06,36605.0,5629.0,8.0,-0.009378256556255016,PanelOLS,1.3361188342386754e-06,,1,0,1,2,control_variable
D1_patent_grant_total,,ln_patent_grant_total,roa,0.09211939555773882,0.09604036343005398,0.3374787113739808,36605.0,5629.0,8.0,-0.009378256556255016,PanelOLS,0.3374787113739808,,0,0,1,1,control_variable
D1_patent_grant_total,,ln_patent_grant_total,cashflow_ratio,-0.07417120050141195,0.10683772845166395,0.48753588759574495,36605.0,5629.0,8.0,-0.009378256556255016,PanelOLS,0.48753588759574495,,0,0,1,1,control_variable
D1_patent_grant_total,,ln_patent_grant_total,firm_age,0.10324648134961306,0.10182982245885158,0.31063265605096313,36605.0,5629.0,8.0,-0.009378256556255016,PanelOLS,0.31063265605096313,,0,0,1,1,control_variable
D2_policy_exposure,,ln_invention_apply,manufacturing_post2021,-0.041565063241445085,0.03759735441015389,0.2689438856335511,22329.0,4069.0,6.0,-0.02505130990241633,PanelOLS,0.2689438856335511,0.7741835873750684,0,0,3,1,not_recommended
D2_policy_exposure,,ln_invention_apply,policy_exposure,0.38650176902796085,0.530351142517526,0.466154293478412,22329.0,4069.0,6.0,-0.02505130990241633,PanelOLS,0.466154293478412,0.8363356441818568,0,0,3,1,not_recommended
D2_policy_exposure,,ln_invention_apply,ln_assets,0.04617936267530806,0.022503892557718688,0.04017795939675839,22329.0,4069.0,6.0,-0.02505130990241633,PanelOLS,0.04017795939675839,,1,0,1,1,control_variable
D2_policy_exposure,,ln_invention_apply,roa,0.017216559116215748,0.08437940229633965,0.8383264991679402,22329.0,4069.0,6.0,-0.02505130990241633,PanelOLS,0.8383264991679402,,0,0,1,1,control_variable
D2_policy_exposure,,ln_invention_apply,cashflow_ratio,0.03129335796612387,0.10977439423346172,0.7755939479711242,22329.0,4069.0,6.0,-0.02505130990241633,PanelOLS,0.7755939479711242,,0,0,1,1,control_variable
D2_policy_exposure,,ln_invention_apply,firm_age,-0.0659698893393997,0.09679693660064442,0.49554566831686486,22329.0,4069.0,6.0,-0.02505130990241633,PanelOLS,0.49554566831686486,,0,0,1,1,control_variable
D2_z_policy_exposure,,ln_invention_apply,manufacturing_post2021,-0.04156506324144501,0.03759735441015376,0.26894388563355043,22329.0,4069.0,6.0,-0.02505130990241633,PanelOLS,0.26894388563355043,0.7741835873750684,0,0,3,1,not_recommended
D2_z_policy_exposure,,ln_invention_apply,z_policy_exposure,0.013132151824125977,0.018019714996789345,0.46615429347840776,22329.0,4069.0,6.0,-0.02505130990241633,PanelOLS,0.46615429347840776,0.8363356441818568,0,0,3,1,not_recommended
D2_z_policy_exposure,,ln_invention_apply,ln_assets,0.04617936267530804,0.022503892557716315,0.04017795939673752,22329.0,4069.0,6.0,-0.02505130990241633,PanelOLS,0.04017795939673752,,1,0,1,1,control_variable
D2_z_policy_exposure,,ln_invention_apply,roa,0.017216559116215755,0.08437940229633843,0.8383264991679376,22329.0,4069.0,6.0,-0.02505130990241633,PanelOLS,0.8383264991679376,,0,0,1,1,control_variable
D2_z_policy_exposure,,ln_invention_apply,cashflow_ratio,0.03129335796612387,0.10977439423346165,0.775593947971124,22329.0,4069.0,6.0,-0.02505130990241633,PanelOLS,0.775593947971124,,0,0,1,1,control_variable
D2_z_policy_exposure,,ln_invention_apply,firm_age,-0.06596988933939965,0.096796936599905,0.4955456683135724,22329.0,4069.0,6.0,-0.02505130990241633,PanelOLS,0.4955456683135724,,0,0,1,1,control_variable
D2_policy_exposure,,ln_invention_apply,manufacturing_post2021,-0.057766236797771174,0.03608642638811441,0.10943894716213842,30170.0,4069.0,8.0,-0.06444402001394445,PanelOLS,0.10943894716213842,0.476841126920746,0,0,3,1,not_recommended
D2_policy_exposure,,ln_invention_apply,policy_exposure,0.29887331620373203,0.5187452692735521,0.5645210750578911,30170.0,4069.0,8.0,-0.06444402001394445,PanelOLS,0.5645210750578911,0.9004599018981316,0,0,3,1,not_recommended
D2_policy_exposure,,ln_invention_apply,ln_assets,0.053385930145676136,0.019591158217298826,0.006434410518429745,30170.0,4069.0,8.0,-0.06444402001394445,PanelOLS,0.006434410518429745,,1,0,1,2,control_variable
D2_policy_exposure,,ln_invention_apply,roa,-0.005208893635029663,0.08005073307758918,0.9481188401601517,30170.0,4069.0,8.0,-0.06444402001394445,PanelOLS,0.9481188401601517,,0,0,1,1,control_variable
D2_policy_exposure,,ln_invention_apply,cashflow_ratio,-0.08384452022244429,0.09425859312127874,0.3737340673384406,30170.0,4069.0,8.0,-0.06444402001394445,PanelOLS,0.3737340673384406,,0,0,1,1,control_variable
D2_policy_exposure,,ln_invention_apply,firm_age,-0.0771826921111467,0.08998376687461984,0.3910438294308949,30170.0,4069.0,8.0,-0.06444402001394445,PanelOLS,0.3910438294308949,,0,0,1,1,control_variable
D2_z_policy_exposure,,ln_invention_apply,manufacturing_post2021,-0.0577662367977712,0.03608642638811438,0.10943894716213798,30170.0,4069.0,8.0,-0.06444402001394445,PanelOLS,0.10943894716213798,0.476841126920746,0,0,3,1,not_recommended
D2_z_policy_exposure,,ln_invention_apply,z_policy_exposure,0.010154804140840794,0.01762538280556916,0.5645210750578951,30170.0,4069.0,8.0,-0.06444402001394445,PanelOLS,0.5645210750578951,0.9004599018981316,0,0,3,1,not_recommended
D2_z_policy_exposure,,ln_invention_apply,ln_assets,0.05338593014567611,0.019591158217300907,0.006434410518435296,30170.0,4069.0,8.0,-0.06444402001394445,PanelOLS,0.006434410518435296,,1,0,1,2,control_variable
D2_z_policy_exposure,,ln_invention_apply,roa,-0.005208893635029736,0.08005073307758853,0.9481188401601504,30170.0,4069.0,8.0,-0.06444402001394445,PanelOLS,0.9481188401601504,,0,0,1,1,control_variable
D2_z_policy_exposure,,ln_invention_apply,cashflow_ratio,-0.08384452022244425,0.09425859312127867,0.3737340673384404,30170.0,4069.0,8.0,-0.06444402001394445,PanelOLS,0.3737340673384404,,0,0,1,1,control_variable
D2_z_policy_exposure,,ln_invention_apply,firm_age,-0.07718269211114674,0.08998376687396091,0.3910438294274259,30170.0,4069.0,8.0,-0.06444402001394445,PanelOLS,0.3910438294274259,,0,0,1,1,control_variable
D3_Quartile_DID,,ln_invention_apply,manufacturing_post2021,-0.01140735776088456,0.04362100397962383,0.7937013461145108,25831.0,5262.0,6.0,-0.024996545021452432,PanelOLS,0.7937013461145108,0.9305653205016744,0,0,3,1,not_recommended
D3_Quartile_DID,,ln_invention_apply,mfg_post_Q2,-0.03456482813616273,0.0523047485544763,0.5087252995789087,25831.0,5262.0,6.0,-0.024996545021452432,PanelOLS,0.5087252995789087,0.8620067576198175,0,0,2,1,not_recommended
D3_Quartile_DID,,ln_invention_apply,mfg_post_Q3,-0.01517941018396041,0.05291347802817684,0.7742130060801822,25831.0,5262.0,6.0,-0.024996545021452432,PanelOLS,0.7742130060801822,0.9305653205016744,0,0,2,1,not_recommended
D3_Quartile_DID,,ln_invention_apply,mfg_post_Q4,0.004613978675003693,0.05489869056504483,0.9330212079345448,25831.0,5262.0,6.0,-0.024996545021452432,PanelOLS,0.9330212079345448,0.9936552745056586,0,0,2,1,not_recommended
D3_Quartile_DID,,ln_invention_apply,ln_assets,0.04723700238217765,0.02097454480624498,0.02432576839125833,25831.0,5262.0,6.0,-0.024996545021452432,PanelOLS,0.02432576839125833,,1,0,1,1,control_variable
D3_Quartile_DID,,ln_invention_apply,roa,0.007763214057357173,0.07848920343458224,0.9212122417163244,25831.0,5262.0,6.0,-0.024996545021452432,PanelOLS,0.9212122417163244,,0,0,1,1,control_variable
D3_Quartile_DID,,ln_invention_apply,cashflow_ratio,0.02300721475379485,0.09445630727331693,0.80756226133136,25831.0,5262.0,6.0,-0.024996545021452432,PanelOLS,0.80756226133136,,0,0,1,1,control_variable
D3_Quartile_DID,,ln_invention_apply,firm_age,-0.062432190279998204,0.08190191723358019,0.4459016775296156,25831.0,5262.0,6.0,-0.024996545021452432,PanelOLS,0.4459016775296156,,0,0,1,1,control_variable
D4A_HighExp_Full,,ln_invention_apply,high_exposure_post,0.010880372772334033,0.040481608776388144,0.7881068913316396,25831.0,5262.0,6.0,-0.021691189998156224,PanelOLS,0.7881068913316396,0.9305653205016744,0,0,2,1,not_recommended
D4A_HighExp_Full,,ln_invention_apply,ln_assets,0.0452211124293058,0.020938088254991924,0.030803269146129963,25831.0,5262.0,6.0,-0.021691189998156224,PanelOLS,0.030803269146129963,,1,0,1,1,control_variable
D4A_HighExp_Full,,ln_invention_apply,roa,0.004753596594997302,0.07846515366628624,0.9516924883184821,25831.0,5262.0,6.0,-0.021691189998156224,PanelOLS,0.9516924883184821,,0,0,1,1,control_variable
D4A_HighExp_Full,,ln_invention_apply,cashflow_ratio,0.026163478513855084,0.09451516274232823,0.7819228028713496,25831.0,5262.0,6.0,-0.021691189998156224,PanelOLS,0.7819228028713496,,0,0,1,1,control_variable
D4A_HighExp_Full,,ln_invention_apply,firm_age,-0.06186449669371916,0.0817289437368055,0.4490901588118059,25831.0,5262.0,6.0,-0.021691189998156224,PanelOLS,0.4490901588118059,,0,0,1,1,control_variable
D4B_HighExp_vs_NonMfg,,ln_invention_apply,high_exposure_post,-0.005785560587108141,0.04143187223258042,0.8889468583000308,13025.0,2559.0,6.0,-0.030402050144454407,PanelOLS,0.8889468583000308,0.9859228792054887,0,0,2,1,not_recommended
D4B_HighExp_vs_NonMfg,,ln_invention_apply,ln_assets,0.0462286360090859,0.02414854698219384,0.05560342700272547,13025.0,2559.0,6.0,-0.030402050144454407,PanelOLS,0.05560342700272547,,0,0,1,1,control_variable
D4B_HighExp_vs_NonMfg,,ln_invention_apply,roa,-0.0004417542107437449,0.08710826845203903,0.995953783349905,13025.0,2559.0,6.0,-0.030402050144454407,PanelOLS,0.995953783349905,,0,0,1,1,control_variable
D4B_HighExp_vs_NonMfg,,ln_invention_apply,cashflow_ratio,0.10167663675762359,0.12046692601486265,0.39867688094302456,13025.0,2559.0,6.0,-0.030402050144454407,PanelOLS,0.39867688094302456,,0,0,1,1,control_variable
D4B_HighExp_vs_NonMfg,,ln_invention_apply,firm_age,0.06186804586531107,0.10088359006612815,0.5397166271908305,13025.0,2559.0,6.0,-0.030402050144454407,PanelOLS,0.5397166271908305,,0,0,1,1,control_variable
D4C_HighPreRD_WithinMfg,,ln_invention_apply,high_pre_rd_post,0.018751850128909682,0.03675916259577728,0.6099711924392199,15652.0,2948.0,6.0,-0.10825100156102496,PanelOLS,0.6099711924392199,0.9302060684698105,0,0,2,1,not_recommended
D4C_HighPreRD_WithinMfg,,ln_invention_apply,ln_assets,0.057233091107397265,0.03437312156799619,0.09592673292650988,15652.0,2948.0,6.0,-0.10825100156102496,PanelOLS,0.09592673292650988,,0,0,1,1,control_variable
D4C_HighPreRD_WithinMfg,,ln_invention_apply,roa,0.035076117282134535,0.12930545849371222,0.7861912057024161,15652.0,2948.0,6.0,-0.10825100156102496,PanelOLS,0.7861912057024161,,0,0,1,1,control_variable
D4C_HighPreRD_WithinMfg,,ln_invention_apply,cashflow_ratio,-0.01697116658063764,0.14866471479745333,0.9091148835839045,15652.0,2948.0,6.0,-0.10825100156102496,PanelOLS,0.9091148835839045,,0,0,1,1,control_variable
D4C_HighPreRD_WithinMfg,,ln_invention_apply,firm_age,-0.1597263002182942,0.11917980820640195,0.18020016997363864,15652.0,2948.0,6.0,-0.10825100156102496,PanelOLS,0.18020016997363864,,0,0,1,1,control_variable
D5_eff_invention_apply_rd,,eff_invention_apply_rd,manufacturing_post2021,0.7511173537367861,0.12477892786812086,1.7783066130760972e-09,25831.0,5262.0,6.0,-0.18759284127310827,PanelOLS,1.7783066130760972e-09,3.615890113254731e-08,1,1,2,3,recommend_main_line
D5_eff_invention_apply_rd,,eff_invention_apply_rd,ln_assets,-1.4537711604163048,0.13501713267349827,0.0,25831.0,5262.0,6.0,-0.18759284127310827,PanelOLS,0.0,,1,0,2,2,control_variable
D5_eff_invention_apply_rd,,eff_invention_apply_rd,roa,-0.8633269239502019,0.38770074303729074,0.02597231036905856,25831.0,5262.0,6.0,-0.18759284127310827,PanelOLS,0.02597231036905856,,1,0,2,1,control_variable
D5_eff_invention_apply_rd,,eff_invention_apply_rd,cashflow_ratio,0.19681050612360568,0.4866737829456525,0.6859233685643893,25831.0,5262.0,6.0,-0.18759284127310827,PanelOLS,0.6859233685643893,,0,0,2,1,control_variable
D5_eff_invention_apply_rd,,eff_invention_apply_rd,firm_age,0.4852394282174481,0.25838559649053394,0.06039992571776809,25831.0,5262.0,6.0,-0.18759284127310827,PanelOLS,0.06039992571776809,,0,0,2,1,control_variable
D5_eff_invention_grant_rd,,eff_invention_grant_rd,manufacturing_post2021,0.7623257554181965,0.12491615870575065,1.0615870404961925e-09,25831.0,5262.0,6.0,-0.21838603849059135,PanelOLS,1.0615870404961925e-09,3.237840473513387e-08,1,1,2,3,recommend_main_line
D5_eff_invention_grant_rd,,eff_invention_grant_rd,ln_assets,-1.43148387782918,0.13511055656058593,0.0,25831.0,5262.0,6.0,-0.21838603849059135,PanelOLS,0.0,,1,0,2,2,control_variable
D5_eff_invention_grant_rd,,eff_invention_grant_rd,roa,-0.9411164071021925,0.38508038713000703,0.01453586903620363,25831.0,5262.0,6.0,-0.21838603849059135,PanelOLS,0.01453586903620363,,1,0,2,1,control_variable
D5_eff_invention_grant_rd,,eff_invention_grant_rd,cashflow_ratio,0.295075637701929,0.48600908681449617,0.5437646013355732,25831.0,5262.0,6.0,-0.21838603849059135,PanelOLS,0.5437646013355732,,0,0,2,1,control_variable
D5_eff_invention_grant_rd,,eff_invention_grant_rd,firm_age,0.5285931414399199,0.25713489814818796,0.03982369252706719,25831.0,5262.0,6.0,-0.21838603849059135,PanelOLS,0.03982369252706719,,1,0,2,1,control_variable
D5_eff_invention_apply_staff,,eff_invention_apply_staff,manufacturing_post2021,0.17305920580081688,0.04979202821063355,0.0005106854639032044,25831.0,5262.0,6.0,-0.024313308737750727,PanelOLS,0.0005106854639032044,0.005191968883015911,1,1,2,3,recommend_main_line
D5_eff_invention_apply_staff,,eff_invention_apply_staff,ln_assets,-0.79299482165677,0.04789890385194065,0.0,25831.0,5262.0,6.0,-0.024313308737750727,PanelOLS,0.0,,1,0,2,2,control_variable
D5_eff_invention_apply_staff,,eff_invention_apply_staff,roa,-0.029660500256374667,0.13915969154868768,0.8312198590613988,25831.0,5262.0,6.0,-0.024313308737750727,PanelOLS,0.8312198590613988,,0,0,2,1,control_variable
D5_eff_invention_apply_staff,,eff_invention_apply_staff,cashflow_ratio,0.1469819844081984,0.17308312706744758,0.39578056688548524,25831.0,5262.0,6.0,-0.024313308737750727,PanelOLS,0.39578056688548524,,0,0,2,1,control_variable
D5_eff_invention_apply_staff,,eff_invention_apply_staff,firm_age,0.12992305732273823,0.11897175355414212,0.27482409209442515,25831.0,5262.0,6.0,-0.024313308737750727,PanelOLS,0.27482409209442515,,0,0,2,1,control_variable
D5_eff_invention_grant_staff,,eff_invention_grant_staff,manufacturing_post2021,0.18426760748222748,0.049039228989564906,0.00017205554848453986,25831.0,5262.0,6.0,-0.07789771456497663,PanelOLS,0.00017205554848453986,0.0020990776915113863,1,1,2,3,recommend_main_line
D5_eff_invention_grant_staff,,eff_invention_grant_staff,ln_assets,-0.770707539069645,0.04752734813497038,0.0,25831.0,5262.0,6.0,-0.07789771456497663,PanelOLS,0.0,,1,0,2,2,control_variable
D5_eff_invention_grant_staff,,eff_invention_grant_staff,roa,-0.10744998340836558,0.13327513070896932,0.420121408544853,25831.0,5262.0,6.0,-0.07789771456497663,PanelOLS,0.420121408544853,,0,0,2,1,control_variable
D5_eff_invention_grant_staff,,eff_invention_grant_staff,cashflow_ratio,0.24524711598652166,0.17020383935209055,0.149627494993835,25831.0,5262.0,6.0,-0.07789771456497663,PanelOLS,0.149627494993835,,0,0,2,1,control_variable
D5_eff_invention_grant_staff,,eff_invention_grant_staff,firm_age,0.17327677054520949,0.1149568871068846,0.131744117787282,25831.0,5262.0,6.0,-0.07789771456497663,PanelOLS,0.131744117787282,,0,0,2,1,control_variable
D6_ln_invention_apply_lead1,,ln_invention_apply_lead1,manufacturing_post2021,-0.03499783374126929,0.023650325783776203,0.13894114605123375,25666.0,5252.0,6.0,-0.025180040872911702,PanelOLS,0.13894114605123375,0.5650273272750173,0,0,2,1,not_recommended
D6_ln_invention_apply_lead1,,ln_invention_apply_lead1,ln_assets,0.0164961732760267,0.019483583754021275,0.3971888023927259,25666.0,5252.0,6.0,-0.025180040872911702,PanelOLS,0.3971888023927259,,0,0,2,1,control_variable
D6_ln_invention_apply_lead1,,ln_invention_apply_lead1,roa,0.10409517563625809,0.07210007385982387,0.14882195593314584,25666.0,5252.0,6.0,-0.025180040872911702,PanelOLS,0.14882195593314584,,0,0,2,1,control_variable
D6_ln_invention_apply_lead1,,ln_invention_apply_lead1,cashflow_ratio,0.11126427290209204,0.0912866123625116,0.22291694518089455,25666.0,5252.0,6.0,-0.025180040872911702,PanelOLS,0.22291694518089455,,0,0,2,1,control_variable
D6_ln_invention_apply_lead1,,ln_invention_apply_lead1,firm_age,0.06248566051563418,0.05484571974236965,0.2545919401190311,25666.0,5252.0,6.0,-0.025180040872911702,PanelOLS,0.2545919401190311,,0,0,2,1,control_variable
D6_ln_invention_apply_lead2,,ln_invention_apply_lead2,manufacturing_post2021,-0.05434723137977468,0.026101528152772665,0.037341548918681244,25457.0,5238.0,6.0,-0.009155716151953985,PanelOLS,0.037341548918681244,0.2847293105049445,1,0,2,3,recommend_main_line
D6_ln_invention_apply_lead2,,ln_invention_apply_lead2,ln_assets,0.01600094706799044,0.021371092567454744,0.454035190005309,25457.0,5238.0,6.0,-0.009155716151953985,PanelOLS,0.454035190005309,,0,0,2,1,control_variable
D6_ln_invention_apply_lead2,,ln_invention_apply_lead2,roa,0.1732337987498597,0.07568154194461013,0.02209057915044954,25457.0,5238.0,6.0,-0.009155716151953985,PanelOLS,0.02209057915044954,,1,0,2,1,control_variable
D6_ln_invention_apply_lead2,,ln_invention_apply_lead2,cashflow_ratio,0.13720853306073058,0.1018516714033099,0.17795002322378828,25457.0,5238.0,6.0,-0.009155716151953985,PanelOLS,0.17795002322378828,,0,0,2,1,control_variable
D6_ln_invention_apply_lead2,,ln_invention_apply_lead2,firm_age,-0.024716760694555074,0.07175951918683617,0.7305199185481435,25457.0,5238.0,6.0,-0.009155716151953985,PanelOLS,0.7305199185481435,,0,0,2,1,control_variable
D6_ln_invention_grant_lead1,,ln_invention_grant_lead1,manufacturing_post2021,0.007739987409865241,0.023208381307834102,0.7387605686201899,25666.0,5252.0,6.0,0.004568550988120368,PanelOLS,0.7387605686201899,0.9305653205016744,0,0,2,1,not_recommended
D6_ln_invention_grant_lead1,,ln_invention_grant_lead1,ln_assets,0.07708796363259246,0.020096766055865835,0.0001255127115540322,25666.0,5252.0,6.0,0.004568550988120368,PanelOLS,0.0001255127115540322,,1,0,2,2,control_variable
D6_ln_invention_grant_lead1,,ln_invention_grant_lead1,roa,-0.11866610356148498,0.06828325842828466,0.08225222414890698,25666.0,5252.0,6.0,0.004568550988120368,PanelOLS,0.08225222414890698,,0,0,2,1,control_variable
D6_ln_invention_grant_lead1,,ln_invention_grant_lead1,cashflow_ratio,0.05552281297701185,0.07822502071616882,0.47784664062634796,25666.0,5252.0,6.0,0.004568550988120368,PanelOLS,0.47784664062634796,,0,0,2,1,control_variable
