model,sample,dependent,variable,coef,std_err,p_value,nobs,firms,years,r2_within,engine,raw_p_value,adjusted_p_value_BH,significance_raw,significance_adjusted,theory_score,robustness_score,recommendation
D1_patent_apply_total,,ln_patent_apply_total,manufacturing_post2021,-0.0004822361781204675,0.03486780009302409,0.9889654106425554,25831.0,5262.0,6.0,-0.01562004059561084,PanelOLS,0.9889654106425554,0.9936552745056586,0,0,3,1,not_recommended
D1_patent_apply_total,,ln_patent_apply_total,ln_assets,0.06650516946182043,0.029643587607838636,0.024875669304402548,25831.0,5262.0,6.0,-0.01562004059561084,PanelOLS,0.024875669304402548,,1,0,1,1,control_variable
D1_patent_apply_total,,ln_patent_apply_total,roa,0.009948536957079292,0.1026114808313854,0.922764307723352,25831.0,5262.0,6.0,-0.01562004059561084,PanelOLS,0.922764307723352,,0,0,1,1,control_variable
D1_patent_apply_total,,ln_patent_apply_total,cashflow_ratio,-0.0012297206896331081,0.13017336293023726,0.9924627542444691,25831.0,5262.0,6.0,-0.01562004059561084,PanelOLS,0.9924627542444691,,0,0,1,1,control_variable
D1_patent_apply_total,,ln_patent_apply_total,firm_age,-0.06439648848467144,0.09974148033844148,0.5185236341098327,25831.0,5262.0,6.0,-0.01562004059561084,PanelOLS,0.5185236341098327,,0,0,1,1,control_variable
D1_patent_grant_total,,ln_patent_grant_total,manufacturing_post2021,0.030203837796675133,0.03661587617112987,0.4094472167840668,25831.0,5262.0,6.0,-0.05736018758817685,PanelOLS,0.4094472167840668,0.821213405230762,0,0,3,1,not_recommended
D1_patent_grant_total,,ln_patent_grant_total,ln_assets,0.10365234265913208,0.028552859264936108,0.00028389849158694247,25831.0,5262.0,6.0,-0.05736018758817685,PanelOLS,0.00028389849158694247,,1,0,1,2,control_variable
D1_patent_grant_total,,ln_patent_grant_total,roa,0.1088254630508702,0.10571078793493441,0.3032737437232895,25831.0,5262.0,6.0,-0.05736018758817685,PanelOLS,0.3032737437232895,,0,0,1,1,control_variable
D1_patent_grant_total,,ln_patent_grant_total,cashflow_ratio,0.007038293374644247,0.12409053782009571,0.9547695758903618,25831.0,5262.0,6.0,-0.05736018758817685,PanelOLS,0.9547695758903618,,0,0,1,1,control_variable
D1_patent_grant_total,,ln_patent_grant_total,firm_age,0.1681928051629679,0.10114540247222051,0.0963514279147879,25831.0,5262.0,6.0,-0.05736018758817685,PanelOLS,0.0963514279147879,,0,0,1,1,control_variable
D1_invention_apply,,ln_invention_apply,manufacturing_post2021,-0.043845473454749456,0.024171955265992497,0.06970302843717091,36605.0,5629.0,8.0,-0.07003027760006475,PanelOLS,0.06970302843717091,0.39481506659857674,0,0,3,3,not_recommended
D1_invention_apply,,ln_invention_apply,ln_assets,0.05743349800599014,0.018092486872401913,0.0015027328585610622,36605.0,5629.0,8.0,-0.07003027760006475,PanelOLS,0.0015027328585610622,,1,0,1,2,control_variable
D1_invention_apply,,ln_invention_apply,roa,-0.0032692919888068577,0.07281349898148513,0.9641876798382323,36605.0,5629.0,8.0,-0.07003027760006475,PanelOLS,0.9641876798382323,,0,0,1,1,control_variable
D1_invention_apply,,ln_invention_apply,cashflow_ratio,-0.05929076631829122,0.07896950133069061,0.45277519283227896,36605.0,5629.0,8.0,-0.07003027760006475,PanelOLS,0.45277519283227896,,0,0,1,1,control_variable
D1_invention_apply,,ln_invention_apply,firm_age,-0.07759597269361442,0.07609356205326677,0.30785773476307443,36605.0,5629.0,8.0,-0.07003027760006475,PanelOLS,0.30785773476307443,,0,0,1,1,control_variable
D1_invention_grant,,ln_invention_grant,manufacturing_post2021,0.00018601433810033083,0.023391903407777918,0.9936552745056586,36605.0,5629.0,8.0,-0.0569768457146953,PanelOLS,0.9936552745056586,0.9936552745056586,0,0,3,1,not_recommended
D1_invention_grant,,ln_invention_grant,ln_assets,0.07867432747724913,0.017151525941946105,4.513857414956135e-06,36605.0,5629.0,8.0,-0.0569768457146953,PanelOLS,4.513857414956135e-06,,1,0,1,2,control_variable
D1_invention_grant,,ln_invention_grant,roa,-0.07711494931138048,0.0605638800126721,0.20292725152801983,36605.0,5629.0,8.0,-0.0569768457146953,PanelOLS,0.20292725152801983,,0,0,1,1,control_variable
D1_invention_grant,,ln_invention_grant,cashflow_ratio,0.04700021976746708,0.07195418686280697,0.5136344854260502,36605.0,5629.0,8.0,-0.0569768457146953,PanelOLS,0.5136344854260502,,0,0,1,1,control_variable
D1_invention_grant,,ln_invention_grant,firm_age,-0.055924126702388076,0.07240581576443175,0.439900829383876,36605.0,5629.0,8.0,-0.0569768457146953,PanelOLS,0.439900829383876,,0,0,1,1,control_variable
D1_patent_apply_total,,ln_patent_apply_total,manufacturing_post2021,-0.03487406313998725,0.03157605033958536,0.2694080146309703,36605.0,5629.0,8.0,-0.05434181157963924,PanelOLS,0.2694080146309703,0.7741835873750684,0,0,3,1,not_recommended
D1_patent_apply_total,,ln_patent_apply_total,ln_assets,0.10138436611141394,0.024529401433831192,3.587231188628692e-05,36605.0,5629.0,8.0,-0.05434181157963924,PanelOLS,3.587231188628692e-05,,1,0,1,2,control_variable
D1_patent_apply_total,,ln_patent_apply_total,roa,0.011744085786895671,0.0900672499891387,0.8962568183177797,36605.0,5629.0,8.0,-0.05434181157963924,PanelOLS,0.8962568183177797,,0,0,1,1,control_variable
D1_patent_apply_total,,ln_patent_apply_total,cashflow_ratio,-0.09278587711909678,0.10745883464235863,0.3878939925737124,36605.0,5629.0,8.0,-0.05434181157963924,PanelOLS,0.3878939925737124,,0,0,1,1,control_variable
D1_patent_apply_total,,ln_patent_apply_total,firm_age,-0.09666516227428419,0.09221532821961949,0.29452940134508787,36605.0,5629.0,8.0,-0.05434181157963924,PanelOLS,0.29452940134508787,,0,0,1,1,control_variable
D1_patent_grant_total,,ln_patent_grant_total,manufacturing_post2021,-0.01919637350554165,0.03429902608988018,0.5757038717053629,36605.0,5629.0,8.0,-0.009378256556255016,PanelOLS,0.5757038717053629,0.9004599018981316,0,0,3,1,not_recommended
D1_patent_grant_total,,ln_patent_grant_total,ln_assets,0.12264729265244224,0.025365212005843508,1.3361188342386754e-06,36605.0,5629.0,8.0,-0.009378256556255016,PanelOLS,1.3361188342386754e-06,,1,0,1,2,control_variable
D1_patent_grant_total,,ln_patent_grant_total,roa,0.09211939555773882,0.09604036343005398,0.3374787113739808,36605.0,5629.0,8.0,-0.009378256556255016,PanelOLS,0.3374787113739808,,0,0,1,1,control_variable
D1_patent_grant_total,,ln_patent_grant_total,cashflow_ratio,-0.07417120050141195,0.10683772845166395,0.48753588759574495,36605.0,5629.0,8.0,-0.009378256556255016,PanelOLS,0.48753588759574495,,0,0,1,1,control_variable
D1_patent_grant_total,,ln_patent_grant_total,firm_age,0.10324648134961306,0.10182982245885158,0.31063265605096313,36605.0,5629.0,8.0,-0.009378256556255016,PanelOLS,0.31063265605096313,,0,0,1,1,control_variable
